0	13	1
0	15	2
0	16	3
0	18	4
0	19	5
0	21	6
0	23	7
0	36	8
0	38	9
0	40	10
0	41	11
0	43	12
0	44	13
0	46	14
0	59	15
0	61	16
0	63	17
0	64	18
0	66	19
0	67	20
0	69	21
0	70	22
0	84	23
0	86	24
0	87	25
0	89	26
0	90	27
0	91	28
0	93	29
0	95	30
0	108	31
0	110	32
0	111	33
0	113	34
0	115	35
0	116	36
0	118	37
0	119	38
0	133	39
0	134	40
0	136	41
0	138	42
0	139	43
0	141	44
0	142	45
0	143	46
0	145	47
0	146	48
0	159	49
0	161	50
0	163	51
0	164	52
0	166	53
0	168	54
0	169	55
0	171	56
0	185	57
0	186	58
0	187	59
0	189	60
0	191	61
0	193	62
0	194	63
0	208	64
0	209	65
0	211	66
0	212	67
0	214	68
0	215	69
0	217	70
0	218	71
0	232	72
0	233	73
0	235	74
0	236	75
0	237	76
0	239	77
0	240	78
0	241	79
0	243	80
0	256	81
0	257	82
0	259	83
0	260	84
0	262	85
0	264	86
0	265	87
0	267	88
0	281	89
0	282	90
0	284	91
0	285	92
0	287	93
0	288	94
0	290	95
0	304	96
0	305	97
0	307	98
0	308	99
0	310	100
estimating workload which takes just one milisecond
end estimation
1	1	1
1	3	2
1	5	3
1	7	4
1	8	5
1	10	6
1	11	7
1	25	8
1	27	9
1	28	10
1	30	11
1	31	12
1	33	13
1	35	14
1	48	15
1	50	16
1	51	17
1	53	18
1	55	19
1	56	20
1	58	21
1	71	22
1	73	23
1	75	24
1	77	25
1	78	26
1	80	27
1	81	28
1	83	29
1	97	30
1	98	31
1	100	32
1	101	33
1	103	34
1	105	35
1	106	36
1	120	37
1	121	38
1	123	39
1	125	40
1	126	41
1	128	42
1	129	43
1	131	44
1	149	45
1	150	46
1	152	47
1	153	48
1	155	49
1	157	50
1	159	51
1	172	52
1	174	53
1	175	54
1	177	55
1	179	56
1	180	57
1	182	58
1	195	59
1	197	60
1	199	61
1	201	62
1	202	63
1	204	64
1	205	65
1	206	66
1	220	67
1	221	68
1	222	69
1	223	70
1	225	71
1	226	72
1	227	73
1	229	74
1	230	75
1	244	76
1	245	77
1	247	78
1	248	79
1	250	80
1	252	81
1	253	82
1	254	83
1	268	84
1	269	85
1	271	86
1	273	87
1	274	88
1	276	89
1	278	90
1	291	91
1	293	92
1	295	93
1	296	94
1	297	95
1	299	96
1	300	97
1	302	98
1	311	99
1	313	100
