0	1	1
0	3	2
0	4	3
0	6	4
0	8	5
0	10	6
0	11	7
0	13	8
0	14	9
0	16	10
0	18	11
0	19	12
0	21	13
0	23	14
0	24	15
0	26	16
0	27	17
0	29	18
0	31	19
0	32	20
0	34	21
0	36	22
0	37	23
0	38	24
0	40	25
0	42	26
0	44	27
0	45	28
0	47	29
0	48	30
0	50	31
0	52	32
0	54	33
0	55	34
0	57	35
0	59	36
0	60	37
0	62	38
0	63	39
0	65	40
0	66	41
0	68	42
0	69	43
0	71	44
0	73	45
0	75	46
0	76	47
0	78	48
0	79	49
0	81	50
0	83	51
0	84	52
0	86	53
0	87	54
0	89	55
0	91	56
0	93	57
0	94	58
0	96	59
0	97	60
0	99	61
0	101	62
0	102	63
0	104	64
0	105	65
0	107	66
0	109	67
0	111	68
0	112	69
0	114	70
0	115	71
0	117	72
0	119	73
0	120	74
0	122	75
0	124	76
0	125	77
0	127	78
0	129	79
0	130	80
0	132	81
0	134	82
0	135	83
0	137	84
0	138	85
0	140	86
0	141	87
0	143	88
0	144	89
0	146	90
0	148	91
0	149	92
0	151	93
0	153	94
0	154	95
0	156	96
0	157	97
0	159	98
0	161	99
0	162	100
